year,player_id,overall_rating,attacking_work_rate,defensive_work_rate,crossing,ball_control,dribbling
2012,40068,72.0,high,medium,77.0,73.0,63.0
2014,477474,58.0,medium,medium,49.0,59.0,57.0
2015,170322,73.0,medium,medium,15.0,23.0,14.0
2014,170322,70.0,medium,medium,25.0,23.0,25.0
2013,170322,71.0,medium,medium,25.0,23.0,25.0
2012,170322,64.0,medium,medium,14.0,23.0,13.0
2012,37983,67.0,high,high,65.0,64.0,59.0
2015,67898,70.0,high,medium,55.0,72.0,65.0
2014,67898,70.0,high,medium,54.0,73.0,64.0
2013,67898,69.0,high,medium,54.0,73.0,64.0
2012,67898,68.0,medium,medium,59.0,72.0,64.0
2012,26469,66.0,high,high,66.0,68.0,65.0
2015,346114,67.0,medium,medium,20.0,18.0,11.0
2014,346114,64.0,medium,medium,25.0,25.0,25.0
2013,346114,64.0,medium,medium,25.0,25.0,25.0
2012,346114,56.0,medium,medium,25.0,25.0,25.0
2013,149173,63.0,medium,medium,63.0,52.0,29.0
2012,149173,62.0,medium,medium,56.0,52.0,29.0
2015,303155,72.0,medium,high,35.0,65.0,49.0
2014,303155,64.0,medium,high,34.0,62.0,40.0
2013,303155,60.0,medium,high,34.0,54.0,40.0
2012,303155,57.0,medium,high,34.0,45.0,40.0
2015,566420,64.0,medium,high,49.0,59.0,51.0
2014,96617,63.0,medium,medium,68.0,62.0,56.0
2013,96617,63.0,medium,medium,68.0,62.0,56.0
2012,96617,66.0,medium,medium,65.0,62.0,56.0
2015,184533,83.0,high,high,84.0,86.0,80.0
2014,184533,82.0,high,high,84.0,86.0,79.0
2013,184533,81.0,medium,medium,80.0,86.0,79.0
2012,184533,73.0,medium,medium,68.0,84.0,63.0
2015,211089,75.0,high,high,48.0,69.0,66.0
2014,211089,73.0,high,high,47.0,67.0,65.0
2013,211089,73.0,high,high,57.0,70.0,66.0
2012,211089,75.0,high,medium,57.0,72.0,65.0
2015,30831,78.0,medium,medium,41.0,62.0,53.0
2014,30831,78.0,medium,medium,40.0,61.0,52.0
2013,30831,80.0,medium,medium,40.0,62.0,52.0
2012,30831,81.0,medium,medium,40.0,62.0,52.0
2015,206641,58.0,medium,medium,12.0,18.0,15.0
2012,206641,58.0,medium,medium,12.0,18.0,15.0
2015,361334,54.0,medium,medium,20.0,23.0,25.0
2014,361334,54.0,medium,medium,20.0,23.0,25.0
2015,388728,57.0,medium,medium,33.0,53.0,57.0
2014,388728,57.0,medium,medium,32.0,52.0,56.0
2015,11242,67.0,high,high,65.0,63.0,55.0
2014,11242,65.0,high,high,64.0,62.0,54.0
2013,11242,64.0,high,high,60.0,59.0,57.0
2012,11242,62.0,high,medium,63.0,59.0,60.0
2015,115670,73.0,high,medium,80.0,73.0,73.0
2014,115670,73.0,high,medium,78.0,73.0,76.0
2013,115670,73.0,high,medium,78.0,74.0,77.0
2012,115670,75.0,medium,medium,76.0,73.0,77.0
2015,16511,69.0,medium,medium,66.0,70.0,66.0
2014,16511,66.0,medium,medium,65.0,68.0,61.0
2013,16511,68.0,medium,medium,65.0,71.0,62.0
2012,16511,67.0,medium,medium,65.0,68.0,49.0
2015,209430,75.0,high,medium,71.0,78.0,80.0
2014,209430,68.0,high,medium,60.0,72.0,71.0
2013,209430,68.0,high,medium,60.0,72.0,71.0
2012,209430,71.0,high,medium,60.0,74.0,73.0
2015,40603,72.0,medium,medium,62.0,71.0,65.0
2014,40603,72.0,medium,medium,62.0,71.0,65.0
2013,40603,73.0,medium,medium,62.0,71.0,65.0
2012,40603,73.0,medium,medium,62.0,71.0,63.0
2015,161683,83.0,medium,high,27.0,65.0,54.0
2014,161683,77.0,medium,high,27.0,60.0,54.0
2013,161683,75.0,medium,high,32.0,62.0,60.0
2012,161683,71.0,medium,high,32.0,48.0,50.0
2015,36257,78.0,medium,low,60.0,81.0,81.0
2014,36257,78.0,high,low,52.0,81.0,80.0
2013,36257,78.0,high,low,52.0,81.0,80.0
2012,36257,74.0,high,low,52.0,72.0,75.0
2015,419238,62.0,medium,high,24.0,36.0,30.0
2013,419238,62.0,medium,high,24.0,36.0,30.0
2015,282182,71.0,high,medium,76.0,74.0,71.0
2014,282182,68.0,medium,medium,75.0,73.0,70.0
2013,282182,68.0,medium,medium,75.0,70.0,63.0
2012,282182,69.0,medium,medium,75.0,70.0,63.0
2015,429848,63.0,medium,medium,24.0,53.0,32.0
2014,429848,60.0,medium,medium,23.0,52.0,26.0
2013,429848,53.0,medium,medium,23.0,31.0,26.0
2014,463925,52.0,medium,medium,31.0,54.0,53.0
2013,463925,52.0,medium,medium,31.0,54.0,53.0
2015,173699,63.0,medium,low,43.0,55.0,70.0
2014,173699,63.0,medium,low,43.0,55.0,70.0
2013,173699,63.0,medium,low,43.0,55.0,70.0
2012,173699,62.0,medium,low,43.0,55.0,70.0
2015,30900,76.0,medium,medium,12.0,24.0,15.0
2014,30900,77.0,medium,medium,25.0,23.0,25.0
2013,30900,80.0,medium,medium,25.0,23.0,25.0
2012,30900,73.0,medium,medium,11.0,23.0,14.0
2013,260564,64.0,medium,medium,64.0,69.0,72.0
2012,260564,66.0,medium,medium,64.0,67.0,70.0
2014,22706,65.0,medium,medium,38.0,65.0,53.0
2013,22706,65.0,medium,medium,38.0,65.0,53.0
2012,22706,65.0,medium,medium,38.0,65.0,53.0
2015,156546,69.0,medium,medium,11.0,33.0,15.0
2014,156546,66.0,medium,medium,25.0,32.0,25.0
2013,156546,65.0,medium,medium,25.0,32.0,25.0
2012,156546,65.0,medium,medium,10.0,32.0,14.0
2015,32867,69.0,medium,low,54.0,68.0,63.0
2014,32867,71.0,medium,low,53.0,67.0,62.0
2013,32867,69.0,medium,low,53.0,67.0,59.0
2012,32867,68.0,medium,low,53.0,70.0,61.0
2015,23574,73.0,medium,medium,74.0,74.0,76.0
2014,23574,74.0,medium,medium,74.0,75.0,76.0
2013,23574,74.0,medium,medium,74.0,73.0,76.0
2012,23574,74.0,medium,medium,76.0,74.0,77.0
2013,36844,63.0,medium,medium,60.0,56.0,46.0
2012,36844,63.0,medium,medium,60.0,56.0,46.0
2015,163215,64.0,high,medium,34.0,67.0,66.0
2014,163215,62.0,high,low,33.0,62.0,61.0
2013,163215,61.0,medium,medium,33.0,61.0,61.0
2015,26805,66.0,low,medium,55.0,59.0,23.0
2014,26805,69.0,low,medium,54.0,60.0,22.0
2013,26805,71.0,low,medium,54.0,68.0,22.0
2012,26805,71.0,low,medium,53.0,67.0,21.0
2015,27570,69.0,high,medium,66.0,64.0,42.0
2014,27570,65.0,medium,medium,62.0,51.0,40.0
2013,27570,62.0,medium,medium,31.0,51.0,40.0
2012,27570,67.0,medium,medium,31.0,57.0,42.0
2015,115266,59.0,medium,medium,45.0,44.0,33.0
2015,115863,57.0,high,low,62.0,62.0,59.0
2014,115863,56.0,high,low,61.0,61.0,58.0
2014,7616,62.0,high,medium,63.0,62.0,61.0
2013,7616,62.0,high,medium,63.0,62.0,61.0
2012,7616,62.0,medium,medium,63.0,62.0,61.0
2014,77774,64.0,medium,medium,55.0,61.0,46.0
2013,77774,64.0,medium,medium,55.0,61.0,46.0
2012,77774,62.0,medium,medium,55.0,59.0,46.0
2015,181294,64.0,medium,medium,53.0,66.0,56.0
2015,209855,65.0,medium,medium,61.0,64.0,72.0
2014,209855,65.0,medium,medium,60.0,63.0,71.0
2013,209855,64.0,medium,medium,57.0,63.0,69.0
2012,209855,65.0,medium,medium,63.0,64.0,66.0
2013,37943,63.0,low,high,41.0,47.0,32.0
2012,37943,63.0,low,high,41.0,53.0,32.0
2014,36873,58.0,medium,medium,25.0,33.0,25.0
2013,36873,58.0,medium,medium,25.0,33.0,25.0
2012,36873,58.0,medium,medium,10.0,33.0,12.0
2015,148325,67.0,medium,medium,18.0,24.0,15.0
2014,148325,67.0,medium,medium,18.0,24.0,15.0
2013,148325,67.0,medium,medium,18.0,24.0,15.0
2012,148325,65.0,medium,medium,17.0,24.0,14.0
2015,73462,72.0,medium,medium,11.0,24.0,14.0
2014,73462,71.0,medium,medium,25.0,23.0,25.0
2013,73462,72.0,medium,medium,25.0,23.0,25.0
2012,73462,71.0,medium,medium,8.0,23.0,13.0
2015,510399,66.0,high,low,64.0,68.0,82.0
2014,510399,63.0,high,low,65.0,69.0,70.0
2013,510399,64.0,high,low,67.0,69.0,70.0
2015,467513,63.0,high,medium,24.0,65.0,66.0
2015,466880,63.0,medium,medium,58.0,64.0,68.0
2014,466880,63.0,medium,medium,58.0,64.0,68.0
2013,466880,63.0,medium,medium,58.0,64.0,68.0
2012,466880,58.0,medium,medium,58.0,60.0,59.0
2015,12386,70.0,medium,low,51.0,71.0,73.0
2014,12386,68.0,medium,low,50.0,68.0,71.0
2013,12386,69.0,medium,low,50.0,70.0,74.0
2012,12386,70.0,high,low,50.0,72.0,74.0
2015,209014,64.0,medium,medium,61.0,62.0,64.0
2014,209014,64.0,medium,medium,59.0,61.0,60.0
2015,26044,68.0,medium,medium,55.0,70.0,61.0
2014,26044,66.0,medium,medium,55.0,70.0,61.0
2013,26044,66.0,medium,medium,55.0,70.0,61.0
2012,26044,70.0,high,high,55.0,72.0,61.0
2015,556952,61.0,medium,medium,49.0,66.0,65.0
2015,656319,56.0,medium,medium,27.0,28.0,25.0
2015,363334,59.0,medium,high,66.0,46.0,50.0
2013,363334,59.0,medium,high,66.0,46.0,50.0
2012,363334,48.0,medium,medium,66.0,46.0,50.0
2015,543298,54.0,medium,medium,29.0,47.0,47.0
2014,543298,54.0,medium,medium,29.0,47.0,47.0
2015,277487,65.0,medium,medium,20.0,20.0,20.0
2014,277487,63.0,medium,medium,25.0,25.0,25.0
2013,277487,61.0,medium,medium,25.0,25.0,25.0
2012,277487,56.0,medium,medium,19.0,19.0,19.0
2014,69349,62.0,medium,medium,48.0,55.0,62.0
2013,69349,62.0,medium,medium,48.0,55.0,62.0
2015,309890,57.0,medium,medium,47.0,67.0,68.0
2014,309890,58.0,medium,medium,46.0,66.0,67.0
2013,309890,58.0,medium,medium,46.0,66.0,67.0
2015,116874,62.0,medium,medium,61.0,59.0,64.0
2015,178599,51.0,high,medium,56.0,55.0,61.0
2014,275751,63.0,medium,medium,25.0,25.0,25.0
2013,275751,57.0,medium,medium,25.0,25.0,25.0
2012,275751,53.0,medium,medium,12.0,25.0,13.0
2015,208280,61.0,medium,medium,28.0,40.0,28.0
2013,208280,60.0,medium,medium,27.0,39.0,27.0
2012,208280,62.0,medium,medium,27.0,39.0,27.0
2015,13320,65.0,medium,medium,14.0,15.0,12.0
2014,13320,65.0,medium,medium,25.0,25.0,25.0
2013,13320,64.0,medium,medium,25.0,25.0,25.0
2012,13320,64.0,medium,medium,13.0,14.0,11.0
2015,136540,60.0,medium,medium,50.0,50.0,52.0
2014,136540,62.0,medium,medium,62.0,54.0,57.0
2013,136540,60.0,medium,medium,59.0,52.0,55.0
2012,136540,60.0,medium,medium,59.0,52.0,55.0
2015,107848,68.0,medium,medium,66.0,65.0,63.0
2014,107848,68.0,medium,medium,65.0,66.0,62.0
2013,107848,68.0,medium,medium,65.0,66.0,62.0
2012,107848,62.0,medium,medium,65.0,61.0,61.0
2015,68782,60.0,medium,medium,63.0,48.0,55.0
2014,68782,60.0,medium,medium,63.0,48.0,55.0
2013,68782,59.0,medium,medium,63.0,48.0,55.0
2012,68782,59.0,medium,medium,63.0,48.0,55.0
2015,69428,64.0,medium,medium,66.0,62.0,64.0
2014,69428,61.0,medium,high,65.0,61.0,63.0
2013,69428,59.0,high,medium,61.0,59.0,58.0
2012,69428,56.0,high,medium,59.0,59.0,58.0
2015,13436,64.0,medium,medium,15.0,22.0,11.0
2014,13436,63.0,medium,medium,25.0,21.0,25.0
2013,13436,62.0,medium,medium,25.0,21.0,25.0
2012,13436,62.0,medium,medium,25.0,21.0,25.0
2015,470370,72.0,high,low,65.0,75.0,78.0
2014,470370,71.0,medium,medium,56.0,75.0,79.0
2015,421778,62.0,medium,medium,52.0,69.0,70.0
2014,421778,62.0,medium,medium,52.0,69.0,70.0
2013,421778,62.0,high,low,52.0,69.0,70.0
2015,281207,78.0,medium,medium,54.0,67.0,48.0
2014,281207,74.0,medium,medium,53.0,66.0,47.0
2013,281207,74.0,medium,medium,53.0,66.0,47.0
2012,281207,73.0,medium,medium,44.0,66.0,41.0
2013,30324,64.0,medium,medium,52.0,62.0,62.0
2012,30324,64.0,medium,medium,52.0,62.0,62.0
2015,111862,79.0,high,high,78.0,81.0,84.0
2014,111862,79.0,high,high,79.0,80.0,84.0
2013,111862,79.0,high,high,76.0,81.0,83.0
2012,111862,79.0,high,high,76.0,80.0,80.0
2012,264730,54.0,medium,low,46.0,54.0,52.0
2014,26664,66.0,medium,high,58.0,71.0,66.0
2013,26664,67.0,medium,medium,58.0,72.0,66.0
2012,26664,69.0,medium,medium,58.0,72.0,66.0
2015,271684,62.0,high,medium,44.0,64.0,63.0
2014,271684,62.0,high,medium,44.0,64.0,63.0
2013,271684,62.0,high,medium,44.0,64.0,63.0
2012,271684,62.0,high,medium,44.0,64.0,63.0
2015,165704,69.0,medium,high,38.0,61.0,24.0
2014,165704,67.0,medium,medium,37.0,60.0,23.0
2013,165704,65.0,medium,medium,37.0,60.0,23.0
2012,165704,68.0,medium,medium,37.0,60.0,23.0
2013,158237,60.0,medium,medium,23.0,53.0,51.0
2012,158237,57.0,medium,medium,23.0,53.0,51.0
2015,466843,72.0,medium,medium,47.0,73.0,70.0
2014,466843,72.0,medium,medium,46.0,74.0,70.0
2013,466843,69.0,medium,medium,46.0,74.0,70.0
2015,188503,57.0,medium,medium,52.0,55.0,58.0
2014,188503,56.0,medium,medium,52.0,55.0,58.0
2013,188503,56.0,medium,medium,52.0,55.0,59.0
2012,188503,61.0,high,medium,56.0,63.0,66.0
2014,469318,56.0,medium,medium,44.0,63.0,60.0
2013,469318,56.0,medium,medium,44.0,63.0,60.0
2015,654084,57.0,medium,medium,52.0,56.0,55.0
2015,36783,70.0,medium,medium,55.0,67.0,67.0
2014,36783,71.0,high,medium,54.0,66.0,67.0
2013,36783,71.0,high,medium,54.0,66.0,67.0
2012,36783,68.0,high,medium,47.0,66.0,67.0
2015,35336,63.0,medium,medium,17.0,14.0,15.0
2014,35336,62.0,medium,medium,25.0,25.0,25.0
2013,35336,62.0,medium,medium,25.0,25.0,25.0
2012,35336,62.0,medium,medium,25.0,25.0,25.0
2015,111800,74.0,medium,medium,71.0,68.0,64.0
2014,111800,72.0,medium,medium,70.0,67.0,63.0
2013,111800,72.0,medium,medium,70.0,70.0,63.0
2012,111800,73.0,medium,low,68.0,70.0,63.0
2015,159833,79.0,high,medium,75.0,73.0,74.0
2014,159833,77.0,high,medium,74.0,72.0,73.0
2013,159833,78.0,high,medium,75.0,73.0,76.0
2012,159833,78.0,high,medium,73.0,73.0,77.0
2015,701154,63.0,medium,medium,61.0,66.0,72.0
2015,101501,79.0,low,high,55.0,56.0,42.0
2014,101501,77.0,low,high,54.0,55.0,43.0
2013,101501,78.0,low,high,54.0,62.0,46.0
2012,101501,78.0,low,high,54.0,62.0,57.0
2015,215085,49.0,medium,medium,30.0,51.0,28.0
2014,215085,49.0,medium,medium,30.0,51.0,28.0
2015,150297,75.0,high,low,35.0,71.0,73.0
2014,150297,78.0,high,low,34.0,71.0,73.0
2013,150297,78.0,high,low,34.0,71.0,73.0
2012,150297,78.0,medium,low,34.0,71.0,73.0
2015,179412,69.0,medium,medium,66.0,67.0,69.0
2014,179412,70.0,medium,medium,69.0,69.0,71.0
2013,179412,70.0,medium,medium,69.0,69.0,71.0
2012,179412,65.0,high,medium,56.0,63.0,71.0
2013,25419,66.0,medium,low,53.0,63.0,64.0
2012,25419,68.0,medium,medium,53.0,63.0,64.0
2015,188114,63.0,medium,high,48.0,64.0,62.0
2014,188114,63.0,medium,high,47.0,63.0,61.0
2013,188114,61.0,high,high,47.0,63.0,61.0
2012,188114,65.0,high,high,47.0,63.0,61.0
2015,308088,71.0,None,1,71.0,70.0,72.0
2014,308088,68.0,None,1,70.0,65.0,71.0
2013,308088,61.0,None,1,63.0,63.0,68.0
2012,308088,59.0,None,1,49.0,57.0,54.0
2015,149031,72.0,medium,medium,75.0,73.0,48.0
2014,149031,70.0,medium,medium,74.0,72.0,47.0
2013,149031,65.0,medium,medium,68.0,62.0,42.0
2012,149031,65.0,medium,medium,68.0,62.0,42.0
2015,93457,74.0,medium,medium,60.0,62.0,46.0
2014,93457,72.0,medium,medium,59.0,61.0,45.0
2013,93457,72.0,medium,medium,59.0,61.0,45.0
2012,93457,72.0,medium,medium,59.0,61.0,45.0
2012,39931,62.0,high,high,67.0,60.0,61.0
2015,30700,79.0,medium,medium,75.0,80.0,75.0
2014,30700,79.0,medium,medium,75.0,80.0,75.0
2013,30700,77.0,high,high,78.0,82.0,76.0
2012,30700,82.0,high,high,80.0,83.0,76.0
2014,41886,60.0,medium,medium,25.0,21.0,25.0
2013,41886,66.0,medium,medium,25.0,21.0,25.0
2012,41886,66.0,medium,medium,11.0,21.0,9.0
2014,37861,65.0,high,medium,67.0,67.0,66.0
2013,37861,65.0,high,medium,67.0,67.0,66.0
2012,37861,64.0,high,medium,67.0,67.0,66.0
2015,26238,72.0,medium,high,60.0,74.0,72.0
2014,26238,75.0,medium,high,59.0,74.0,72.0
2013,26238,72.0,medium,high,59.0,75.0,72.0
2012,26238,76.0,medium,high,59.0,74.0,74.0
2015,94041,71.0,low,medium,50.0,58.0,54.0
2014,94041,70.0,low,medium,49.0,57.0,44.0
2015,37373,82.0,high,high,69.0,76.0,73.0
2014,37373,81.0,high,high,69.0,76.0,73.0
2013,37373,82.0,high,high,69.0,78.0,73.0
2012,37373,81.0,high,high,66.0,77.0,70.0
2015,26256,71.0,high,medium,72.0,73.0,60.0
2014,26256,71.0,high,medium,73.0,70.0,63.0
2013,26256,71.0,high,medium,73.0,70.0,63.0
2012,26256,70.0,medium,medium,71.0,67.0,61.0
2015,179242,64.0,medium,medium,60.0,64.0,59.0
2014,179242,64.0,medium,medium,60.0,64.0,59.0
2013,179242,60.0,medium,medium,60.0,63.0,58.0
2015,94916,79.0,medium,medium,76.0,79.0,76.0
2014,94916,79.0,medium,medium,75.0,78.0,79.0
2013,94916,77.0,medium,medium,74.0,78.0,77.0
2012,94916,77.0,medium,medium,75.0,78.0,77.0
2015,210822,72.0,medium,medium,10.0,19.0,17.0
2014,210822,72.0,medium,medium,25.0,25.0,25.0
2013,210822,72.0,medium,medium,25.0,25.0,25.0
2012,210822,74.0,medium,medium,8.0,25.0,16.0
2015,243937,72.0,medium,low,40.0,67.0,58.0
2014,243937,67.0,medium,low,39.0,63.0,53.0
2012,243937,68.0,high,medium,39.0,62.0,51.0
2015,39971,64.0,high,medium,67.0,63.0,65.0
2014,39971,64.0,high,low,60.0,60.0,59.0
2013,39971,62.0,high,low,65.0,63.0,60.0
2012,39971,67.0,medium,low,55.0,63.0,60.0
2015,436553,65.0,low,medium,28.0,44.0,31.0
2014,164210,68.0,medium,medium,54.0,71.0,67.0
2013,164210,67.0,medium,medium,54.0,71.0,68.0
2012,164210,71.0,medium,medium,54.0,77.0,76.0
2015,664587,58.0,medium,medium,39.0,55.0,55.0
2015,23988,82.0,medium,high,68.0,77.0,73.0
2014,23988,80.0,medium,high,68.0,77.0,73.0
2013,23988,80.0,medium,high,68.0,79.0,75.0
2012,23988,80.0,medium,high,61.0,75.0,70.0
2015,91503,72.0,medium,high,63.0,59.0,53.0
2014,91503,64.0,medium,high,62.0,63.0,57.0
2013,91503,64.0,medium,high,62.0,63.0,57.0
2012,91503,66.0,medium,high,62.0,63.0,57.0
2015,26478,65.0,low,medium,54.0,64.0,59.0
2014,26478,64.0,low,medium,54.0,64.0,59.0
2013,26478,66.0,low,medium,54.0,65.0,59.0
2012,26478,67.0,low,medium,54.0,66.0,61.0
2015,39213,76.0,medium,medium,79.0,83.0,77.0
2014,39213,76.0,medium,medium,78.0,82.0,77.0
2013,39213,74.0,medium,medium,73.0,81.0,75.0
2012,39213,75.0,medium,medium,66.0,81.0,71.0
2015,177715,71.0,medium,medium,36.0,51.0,29.0
2014,177715,68.0,medium,medium,35.0,48.0,28.0
2013,177715,69.0,medium,medium,35.0,49.0,28.0
2012,177715,68.0,medium,medium,35.0,59.0,28.0
2015,443002,64.0,medium,medium,30.0,43.0,35.0
2014,443002,64.0,medium,medium,30.0,43.0,35.0
2013,443002,64.0,medium,medium,30.0,43.0,35.0
2015,467318,67.0,high,high,65.0,62.0,71.0
2015,91929,72.0,medium,medium,14.0,22.0,18.0
2014,91929,71.0,medium,medium,25.0,21.0,25.0
2013,91929,70.0,medium,medium,25.0,21.0,25.0
2012,91929,68.0,medium,medium,13.0,21.0,17.0
2015,41196,68.0,medium,high,65.0,64.0,60.0
2014,41196,68.0,medium,high,67.0,65.0,62.0
2015,111190,74.0,high,medium,75.0,74.0,65.0
2014,111190,71.0,high,medium,74.0,72.0,62.0
2013,111190,70.0,high,medium,75.0,68.0,62.0
2012,111190,72.0,high,medium,73.0,68.0,62.0
2015,178293,72.0,medium,high,75.0,70.0,68.0
2014,178293,70.0,medium,high,74.0,69.0,62.0
2013,178293,71.0,medium,high,74.0,69.0,62.0
2012,178293,69.0,medium,high,75.0,72.0,62.0
2015,181140,67.0,high,high,59.0,63.0,60.0
2014,181140,63.0,medium,medium,58.0,62.0,59.0
2015,26211,63.0,medium,medium,70.0,61.0,62.0
2014,26211,63.0,medium,medium,70.0,61.0,62.0
2013,26211,63.0,medium,medium,70.0,61.0,62.0
2012,26211,60.0,medium,medium,70.0,61.0,62.0
2012,5217,73.0,medium,medium,74.0,77.0,74.0
2015,26052,65.0,medium,medium,63.0,62.0,35.0
2014,26052,67.0,medium,medium,63.0,64.0,35.0
2013,26052,70.0,medium,medium,69.0,71.0,35.0
2012,26052,74.0,medium,medium,75.0,72.0,35.0
2015,38441,76.0,medium,medium,69.0,68.0,50.0
2014,38441,73.0,medium,medium,68.0,57.0,42.0
2013,38441,71.0,medium,medium,68.0,57.0,42.0
2012,38441,70.0,medium,medium,68.0,52.0,42.0
2013,33619,63.0,medium,medium,56.0,66.0,67.0
2012,33619,61.0,medium,medium,61.0,63.0,65.0
2013,38360,65.0,high,medium,68.0,67.0,66.0
2012,38360,67.0,high,medium,70.0,67.0,66.0
2015,282671,76.0,high,high,42.0,75.0,65.0
2014,282671,67.0,high,high,31.0,59.0,54.0
2013,282671,65.0,high,high,26.0,59.0,54.0
2015,491167,62.0,medium,medium,64.0,61.0,62.0
2014,491167,58.0,medium,medium,47.0,53.0,55.0
2013,491167,56.0,medium,medium,47.0,53.0,55.0
2015,208718,64.0,medium,medium,15.0,25.0,13.0
2014,208718,60.0,medium,medium,25.0,24.0,25.0
2012,208718,60.0,medium,medium,25.0,24.0,25.0
2015,291929,66.0,high,high,65.0,62.0,64.0
2015,46539,83.0,medium,high,54.0,67.0,62.0
2014,46539,82.0,medium,high,54.0,67.0,62.0
2013,46539,82.0,medium,high,54.0,67.0,58.0
2012,46539,81.0,medium,high,54.0,67.0,58.0
2015,33109,71.0,medium,medium,14.0,22.0,10.0
2014,33109,72.0,medium,medium,25.0,21.0,25.0
2013,33109,74.0,medium,medium,25.0,21.0,25.0
2012,33109,70.0,medium,medium,13.0,21.0,9.0
2015,105327,64.0,high,medium,53.0,65.0,63.0
2014,105327,63.0,high,medium,52.0,64.0,62.0
2013,105327,63.0,high,medium,52.0,64.0,62.0
2012,105327,63.0,medium,medium,52.0,59.0,62.0
2015,46295,74.0,high,low,57.0,76.0,77.0
2014,46295,74.0,high,medium,67.0,75.0,75.0
2013,46295,74.0,high,medium,67.0,75.0,75.0
2012,46295,69.0,medium,high,59.0,69.0,68.0
2015,215798,80.0,high,medium,81.0,80.0,76.0
2014,215798,77.0,high,medium,82.0,78.0,75.0
2013,215798,71.0,high,medium,65.0,68.0,55.0
2012,215798,60.0,medium,medium,50.0,50.0,48.0
2015,317544,57.0,medium,medium,43.0,60.0,61.0
2014,317544,57.0,medium,medium,43.0,60.0,61.0
2013,317544,57.0,medium,medium,43.0,60.0,61.0
2015,280260,76.0,medium,medium,67.0,82.0,84.0
2014,280260,78.0,high,medium,69.0,84.0,86.0
2013,280260,76.0,high,medium,68.0,83.0,85.0
2015,24789,75.0,high,medium,77.0,81.0,79.0
2014,24789,73.0,high,medium,69.0,79.0,77.0
2013,24789,73.0,high,low,71.0,74.0,73.0
2012,24789,74.0,high,low,71.0,76.0,75.0
2015,424129,73.0,medium,high,66.0,73.0,66.0
2014,424129,61.0,medium,medium,48.0,68.0,63.0
2013,424129,60.0,medium,medium,45.0,68.0,63.0
2015,29177,69.0,high,low,64.0,71.0,73.0
2014,29177,67.0,high,low,63.0,70.0,72.0
2013,29177,67.0,high,low,63.0,70.0,72.0
2012,29177,67.0,high,low,63.0,70.0,72.0
2015,183500,73.0,high,medium,78.0,74.0,74.0
2014,183500,67.0,high,medium,67.0,73.0,69.0
2013,183500,66.0,high,medium,67.0,73.0,69.0
2012,183500,71.0,medium,medium,69.0,75.0,69.0
2015,22337,81.0,medium,high,34.0,69.0,49.0
2014,22337,81.0,medium,high,34.0,69.0,49.0
2013,22337,80.0,medium,medium,33.0,68.0,48.0
2012,22337,77.0,medium,medium,40.0,65.0,50.0
2015,185636,70.0,medium,medium,61.0,72.0,74.0
2012,185636,70.0,medium,medium,61.0,72.0,74.0
2015,38729,69.0,medium,high,54.0,59.0,54.0
2014,38729,69.0,medium,high,54.0,59.0,54.0
2013,38729,72.0,medium,high,67.0,62.0,55.0
2012,38729,72.0,medium,low,67.0,62.0,55.0
2015,202210,74.0,medium,low,44.0,75.0,74.0
2014,202210,77.0,medium,low,44.0,77.0,76.0
2013,202210,78.0,medium,low,44.0,78.0,76.0
2012,202210,80.0,medium,low,44.0,78.0,76.0
2015,237606,72.0,medium,medium,63.0,81.0,74.0
2014,237606,71.0,medium,low,68.0,76.0,74.0
2013,237606,72.0,medium,medium,63.0,77.0,75.0
2012,237606,62.0,medium,medium,59.0,64.0,61.0
2015,231614,58.0,medium,medium,49.0,59.0,51.0
2013,231614,57.0,high,medium,49.0,59.0,51.0
2015,41329,73.0,medium,medium,71.0,75.0,67.0
2014,41329,71.0,medium,medium,70.0,73.0,67.0
2013,41329,73.0,high,medium,70.0,74.0,68.0
2012,41329,74.0,high,medium,70.0,76.0,70.0
2015,46212,71.0,medium,medium,75.0,65.0,63.0
2014,46212,68.0,medium,medium,68.0,66.0,64.0
2013,46212,68.0,medium,medium,68.0,72.0,67.0
2012,46212,68.0,medium,medium,68.0,72.0,67.0
2014,299024,63.0,medium,medium,55.0,62.0,67.0
2015,500585,72.0,high,medium,44.0,72.0,67.0
2015,185705,64.0,medium,medium,59.0,66.0,61.0
2014,185705,64.0,medium,medium,59.0,66.0,64.0
2013,185705,65.0,medium,medium,59.0,68.0,64.0
2015,39569,71.0,low,high,27.0,51.0,41.0
2014,39569,71.0,low,medium,21.0,50.0,34.0
2013,39569,72.0,low,medium,37.0,51.0,35.0
2012,39569,72.0,low,medium,37.0,51.0,35.0
2015,30515,77.0,medium,medium,66.0,81.0,83.0
2014,30515,75.0,medium,low,75.0,80.0,79.0
2013,30515,76.0,medium,high,76.0,81.0,80.0
2015,122048,74.0,high,medium,73.0,73.0,70.0
2014,122048,73.0,high,medium,76.0,74.0,71.0
2013,122048,75.0,high,medium,76.0,78.0,73.0
2012,122048,74.0,high,medium,74.0,78.0,75.0
2015,470541,67.0,medium,medium,45.0,67.0,63.0
2015,318615,63.0,medium,medium,52.0,68.0,67.0
2012,318615,63.0,medium,medium,52.0,68.0,67.0
2015,210721,63.0,high,medium,50.0,55.0,63.0
2014,210721,64.0,medium,medium,45.0,54.0,62.0
2012,30354,82.0,medium,medium,19.0,68.0,53.0
